,geometry,demand
102,POINT (106.68840633021979 10.752600935203967),9.360147766262083
103,POINT (106.68774488526174 10.761141485786643),2.6040636710623453
104,POINT (106.68515994614678 10.760866283897219),7.515821255551783
105,POINT (106.68935668439903 10.753878426834834),4.256117040340177
106,POINT (106.69571049417775 10.75598821445748),5.815579890611816
107,POINT (106.69299259278597 10.750692676959885),1.693214957093029
108,POINT (106.68075747399195 10.763557258704381),5.734900559438418
109,POINT (106.68905196194646 10.764845077665438),9.989416020033133
110,POINT (106.69179161938256 10.757328303575639),9.069008758768003
111,POINT (106.68905634078898 10.753355719033433),8.440913871150908
112,POINT (106.68366489414372 10.759066325794267),6.027926518526948
113,POINT (106.69005546048027 10.761257804452827),7.7172262245303
114,POINT (106.70412113958338 10.761713027030803),3.1620759657349025
115,POINT (106.68405703555106 10.766726463488675),3.634556248635495
116,POINT (106.68032328391762 10.756346733011187),3.4616686688650247
117,POINT (106.68759256646385 10.749889163041718),1.80949061327275
118,POINT (106.68676619764724 10.763772603223444),9.592794079827192
119,POINT (106.68734442288506 10.755712323617821),2.1145214409513415
120,POINT (106.68746032374483 10.75986362785255),4.2511963597864435
121,POINT (106.68949707132221 10.76260617243977),3.17451572719206
122,POINT (106.69107885026945 10.753791535000628),9.116109973785436
123,POINT (106.68450868828661 10.756910796625593),5.39534628130639
124,POINT (106.68910620050427 10.753732252296912),8.808989898165278
125,POINT (106.68407355401925 10.756974988913528),5.154732867196328
126,POINT (106.68392584653112 10.749642393313838),1.3906626813858258
127,POINT (106.68795227279969 10.756100822589268),1.8620171918064052
128,POINT (106.69142514144073 10.75180097555051),8.16742782708849
129,POINT (106.68355056797907 10.74855627383757),1.3754882281599772
130,POINT (106.68244300093893 10.75707421215763),6.56048996071275
131,POINT (106.68984972562573 10.767785456855245),2.6523256400555377
132,POINT (106.68881903637129 10.75179759192893),7.387093355164272
133,POINT (106.68356673829578 10.75488970210887),3.2884515250900974
134,POINT (106.68892067438904 10.752718278655893),7.296709074459829
135,POINT (106.67820373872429 10.746746522450842),4.486502837827269
136,POINT (106.68292519258864 10.761991731972383),4.644161237346491
137,POINT (106.70079366910015 10.790781395825416),6.147389999292396
138,POINT (106.70146570844335 10.79764974438708),2.854970254286032
139,POINT (106.70821062529562 10.788022266291998),7.4206768268786165
140,POINT (106.69911375170221 10.77761047630466),5.564480275550082
141,POINT (106.7042595312564 10.788962637397557),8.609324618133524
142,POINT (106.70292875392303 10.787233034609361),7.357853768384598
143,POINT (106.70948206907643 10.792350181631779),4.60884502272466
144,POINT (106.70232788984238 10.785098951848854),2.7345917662018584
145,POINT (106.70470694771907 10.792898734186616),6.431442243735184
146,POINT (106.71076411112986 10.786236901769383),9.880284463291424
147,POINT (106.70346738910163 10.793661245332773),3.8431188059210433
148,POINT (106.70348759271424 10.790632389872696),1.9226449630545717
149,POINT (106.70068651618894 10.791829919924451),4.471451011421936
150,POINT (106.69358922430901 10.792291720120703),9.650509522680812
151,POINT (106.66204231525832 10.800829909416187),5.677464181649906
152,POINT (106.66202429060758 10.804364958292174),6.678593075227773
153,POINT (106.66521258606838 10.801239889674525),1.8845219627241656
154,POINT (106.65782292448023 10.803291177165999),3.202619800287117
155,POINT (106.66909923404148 10.796085211719188),2.5609558536978247
156,POINT (106.66225570145767 10.799641427442761),5.521569947140593
157,POINT (106.66141411785948 10.805267379426496),1.5708201245841236
158,POINT (106.66207338495585 10.807925647843994),1.6168545675728132
159,POINT (106.66234787528965 10.809616188246231),9.70794774889224
160,POINT (106.66345397356929 10.80529389721902),9.241971229955235
161,POINT (106.66718551570813 10.798703234073622),2.101348373312772
162,POINT (106.66302415064074 10.809503183403919),5.426901306081638
163,POINT (106.65820009219787 10.804038727910342),3.7067587003096394
164,POINT (106.66760524352621 10.800149564178437),6.39217059559847
165,POINT (106.66090945711204 10.80630427139048),8.929080237057192
166,POINT (106.66451676915146 10.805087363261839),1.848977894631157
167,POINT (106.66928608438751 10.802800673093843),3.7727907607812425
168,POINT (106.66285934294872 10.80350700979907),5.636317538907828
169,POINT (106.66565425550552 10.807564088744089),3.041144802870086
170,POINT (106.66379286461583 10.791134794990697),1.1530577274183975
171,POINT (106.66340341569894 10.808093632877215),3.4684428988844216
172,POINT (106.65757899712099 10.79617098701073),3.921768593385937
173,POINT (106.6621114384761 10.80386679488867),9.582380995379909
174,POINT (106.66533146669342 10.814943685328467),6.388585136952783
175,POINT (106.65390371839474 10.80183744457734),2.601700910683354
176,POINT (106.66721344615823 10.803304582971526),5.402979325427523
177,POINT (106.67239280144338 10.807806045782662),7.416995667483347
178,POINT (106.67121636326448 10.817382689804692),9.235079117487556
179,POINT (106.66912981435901 10.816054127348082),8.610682996618884
180,POINT (106.67094892091602 10.804978507702021),2.13495841280006
181,POINT (106.66547041046421 10.816410171478877),6.582069437888318
182,POINT (106.66780097127904 10.818982904803661),8.79080966100219
183,POINT (106.65800794442156 10.81043580902431),9.594967689177578
184,POINT (106.66039766099843 10.807814717650569),4.524982606725298
185,POINT (106.65836059846906 10.817052035601852),5.066896001492532
186,POINT (106.65630873110345 10.806772301239484),2.7678113206606945
187,POINT (106.67045145254387 10.804639053272998),7.002504041474903
188,POINT (106.66710501608664 10.814125766684104),8.816588964566877
189,POINT (106.65572416287263 10.813685027201046),6.712175387942174
190,POINT (106.6672174522234 10.815812686626309),1.1699738175238985
191,POINT (106.66424028006183 10.809080448214031),7.988106587572202
192,POINT (106.65950493694153 10.815151243448888),5.700840685437698
193,POINT (106.67677706506 10.809998278813493),7.7719110334586095
194,POINT (106.66333838435024 10.810996070739316),9.521519047893912
195,POINT (106.66277992632668 10.81399162275751),2.796902759477093
196,POINT (106.66059620165898 10.811170350488307),1.4242164295917144
197,POINT (106.65923447730589 10.811874480372786),7.641114986859007
198,POINT (106.65422689918483 10.808541164275281),8.170983550132739
199,POINT (106.66289675063382 10.793165749510141),2.7902063744649004
200,POINT (106.65586005520183 10.807992911190292),8.324217422770598
201,POINT (106.65823692542729 10.80397755285079),8.144549088136703
202,POINT (106.6514161993898 10.799159528905575),1.3174428753525884
203,POINT (106.65400851353897 10.80424953799492),5.435091333831707
204,POINT (106.65939615901345 10.79493507244973),2.27211067850753
205,POINT (106.66075043541248 10.806743485652133),9.184502482583321
206,POINT (106.65948578283103 10.80402744772262),6.27690965249117
207,POINT (106.66590615756901 10.80783383130971),1.5009097221598484
208,POINT (106.66376209183512 10.795761738991587),8.041937530051339
209,POINT (106.66059756223274 10.798892879647033),4.433953947239786
210,POINT (106.66452646735925 10.79393272127971),6.432978481405796
211,POINT (106.66547108977966 10.797084291497226),9.85515088636592
212,POINT (106.66187335904341 10.80533161696708),9.854328045029124
213,POINT (106.6626566534263 10.806652878883238),8.311623332752543
214,POINT (106.66613523962724 10.801460077499332),3.4090381186579863
215,POINT (106.66004623725009 10.81138859881677),3.561430963013538
216,POINT (106.64940505270708 10.808792578262077),2.747434578865379
217,POINT (106.65333085833684 10.80660305633872),3.1928335080226744
218,POINT (106.66703006372494 10.808293205483395),4.921826885716896
219,POINT (106.69035679846411 10.780100325501751),1.5558363967595763
220,POINT (106.69202703288703 10.77371674727316),2.5570723984624157
221,POINT (106.68711128141125 10.787890252103274),9.845989441882319
222,POINT (106.68731295438671 10.786276440043006),2.132386066063292
223,POINT (106.69120724456027 10.777766477604565),6.403539728352331
224,POINT (106.68937280438817 10.782001388868839),9.139930780524223
225,POINT (106.7040247743709 10.783370594234512),5.338248521749856
226,POINT (106.70407728635443 10.776418334526403),9.161676800468948
227,POINT (106.69762079533622 10.78136402952857),7.408308331585273
228,POINT (106.69315164514714 10.785762078143808),2.1229516173759118
229,POINT (106.6943403716878 10.782858484313406),3.872767423058344
230,POINT (106.6939331973248 10.786223058017738),3.8089160145365453
231,POINT (106.69510580284782 10.778836442407053),8.786331562700644
232,POINT (106.69628683210891 10.787824736259925),3.0286170394745238
233,POINT (106.68758957255503 10.785473473890093),1.4464356486581362
234,POINT (106.69122757015941 10.798393852579522),3.2611953088558434
235,POINT (106.6942848531855 10.785618893014469),6.450717677831944
236,POINT (106.68713186597336 10.789881670394234),2.315814185874342
237,POINT (106.68873360703257 10.78078121045483),2.1773052828577932
238,POINT (106.71137238634347 10.787279861732928),8.468697588324547
239,POINT (106.70473571451569 10.782148232565124),9.30968490083974
240,POINT (106.70330347159552 10.789834410544508),7.172487529363011
241,POINT (106.70043541722553 10.78453863125094),6.034393217587643
242,POINT (106.70196692594156 10.788686334440575),6.68577442307109
243,POINT (106.7085574320495 10.786174673455287),8.371747262354084
244,POINT (106.69819726134828 10.794651225702104),5.112933176500424
245,POINT (106.70323528533399 10.7880201737259),1.077038683554861
246,POINT (106.70726876946979 10.784638668988975),8.039673916480442
247,POINT (106.69952820178158 10.789571190749712),6.865613266822562
248,POINT (106.70298035147393 10.789478243037127),1.5922367223876255
249,POINT (106.69992328484159 10.779028447748873),5.355332011605949
250,POINT (106.69815730890163 10.773906504347249),2.401901310619597
251,POINT (106.70432690052456 10.786599071255436),9.275432822277807
252,POINT (106.7061348606288 10.778843373257484),4.116129964304568
253,POINT (106.70944864909274 10.789136357076123),7.3534602217280955
254,POINT (106.70572546197987 10.786369117969354),9.778662545021954
255,POINT (106.71100352284401 10.789417094073983),8.803849203876958
256,POINT (106.705325793489 10.791641630784994),9.739980750293428
257,POINT (106.70162002992942 10.777956273618011),2.5914988227041587
258,POINT (106.70715955782923 10.775545073131239),5.957338896820107
259,POINT (106.7055234312386 10.788163375817293),1.700956803366258
260,POINT (106.70784029112002 10.788253842628732),5.5978968117886545
261,POINT (106.7040416912103 10.785515104714698),8.961911935400131
262,POINT (106.70458564596277 10.78277600024698),9.73585032125805
263,POINT (106.63090827869956 10.85697274972138),8.838507127354319
264,POINT (106.6204887067595 10.85805082789997),1.3818447232004312
265,POINT (106.62839534615827 10.851412123448034),6.71848629539117
266,POINT (106.62789736750993 10.85535664546233),8.41473004160849
267,POINT (106.62252133647033 10.861641773009364),2.385465279311247
268,POINT (106.62194072844541 10.850672169291679),6.587492584298301
269,POINT (106.6337814678394 10.856203708046653),9.41901240135444
270,POINT (106.6239130862201 10.865760577763176),5.978845152524844
271,POINT (106.62966453123228 10.861147160502695),5.3582630763797825
272,POINT (106.62924274185534 10.853857307883276),4.3222023937907545
273,POINT (106.62892029961306 10.863005093785485),2.3620241176280126
274,POINT (106.64043258288314 10.858446785332745),2.5167912194751936
275,POINT (106.6295935212814 10.847014472681053),3.6009989924778325
276,POINT (106.61862004431039 10.865229278660463),6.682739322176812
277,POINT (106.62826914610925 10.850913014977797),7.824296978725972
278,POINT (106.62994026792897 10.857468939285715),3.493532733494174
279,POINT (106.63244149233705 10.859713822665158),2.538315939624484
280,POINT (106.71884811414705 10.760319744352891),4.534126525106064
281,POINT (106.71458034479573 10.753750699930857),6.9131071244604785
282,POINT (106.71209263823975 10.761799015260136),6.249258785374103
283,POINT (106.72258505376611 10.759628301986329),5.805089555362388
284,POINT (106.71249243055914 10.759320530004187),2.438924768936114
285,POINT (106.72335388195637 10.759038709182846),8.781180077000137
286,POINT (106.72364443425984 10.757581990782192),7.3159688336111595
287,POINT (106.70684254141469 10.765944736680403),3.9954649765578676
288,POINT (106.71699362578156 10.756805662107093),9.135527771149613
289,POINT (106.7086894718694 10.767848406835766),3.832858504622117
290,POINT (106.71265440953516 10.763502546185427),4.904592212605225
291,POINT (106.71919380012389 10.748958553198099),8.353008765724294
292,POINT (106.7120686903874 10.758961743266337),5.465670007628591
293,POINT (106.71376778517971 10.763370409290058),8.03608771301781
294,POINT (106.71904399069645 10.76453061659369),8.269434080942649
295,POINT (106.70512754832377 10.762061080172673),1.2580809576672376
296,POINT (106.7202009450618 10.757009794136732),6.2420016919846155
297,POINT (106.71424321912569 10.760496074576412),1.25536595737933
298,POINT (106.70726728364461 10.750783721239833),6.193170324370366
299,POINT (106.71357326534967 10.75857921484255),5.912800368647619
300,POINT (106.71713635989781 10.761036026107485),7.167771120772575
301,POINT (106.7160197821988 10.760587984759747),1.045589441411993
302,POINT (106.71102617283194 10.756955952225471),1.6266448291345217
303,POINT (106.71826044126831 10.761866039311222),2.766271446383002
304,POINT (106.71979716188856 10.761087893615125),8.52175194375366
305,POINT (106.72445615584097 10.760227703731864),7.156973645064397
306,POINT (106.71480434907365 10.762678642733524),7.942622217927323
307,POINT (106.7162077261814 10.76484604111639),5.961319327827834
308,POINT (106.71046365631017 10.764165834188082),6.402695193697445
309,POINT (106.70852621406223 10.762359036965789),5.598691851175381
310,POINT (106.71717910663601 10.753323274775674),2.207640872103524
311,POINT (106.72139252944736 10.757625390116548),6.427971957719681
312,POINT (106.71811481785709 10.757486390096972),1.7752385203537164
313,POINT (106.72440032468563 10.75989431905759),1.873782634005214
314,POINT (106.72181418286549 10.763097426978428),5.256786094990641
315,POINT (106.71702817330875 10.748053314029448),7.832835302111546
316,POINT (106.71878584546296 10.75888149322281),9.839069793731591
317,POINT (106.71909660931254 10.75326335786729),8.616759123331263
318,POINT (106.71253973577907 10.751223484866033),2.1036066470433434
319,POINT (106.71809987613433 10.746357241138323),6.001898108136242
320,POINT (106.73309312472001 10.748167802994807),3.3163928370613642
321,POINT (106.72225025479734 10.763335106659216),2.0215567737589586
322,POINT (106.72216100459772 10.759676840246039),8.67381327711916
323,POINT (106.72464710057633 10.764417022712228),4.569482946989348
324,POINT (106.70803994927981 10.754040148097527),9.810927973185892
325,POINT (106.72394385989652 10.764516168886207),4.183050859001118
326,POINT (106.71697048998539 10.75616033769323),6.687090942143904
327,POINT (106.72193851281128 10.747539491903812),4.521996319725512
328,POINT (106.71977201384544 10.765382381235979),2.778647677393736
329,POINT (106.72391644655285 10.759450796271937),2.177840116732686
330,POINT (106.71861159024465 10.746905134773591),9.927350480983502
331,POINT (106.72590747445527 10.757002336951647),3.776896982364919
332,POINT (106.71896687368341 10.753879399363582),4.7065608756228166
333,POINT (106.70864983542224 10.758650541145604),8.952802597457437
334,POINT (106.72478535466327 10.755472092333676),9.670338805900764
335,POINT (106.72408949670792 10.759661072295271),2.760384890321834
336,POINT (106.72258982693491 10.759057485435772),6.688468325663501
337,POINT (106.71882299969727 10.759689381503222),4.293393032538253
338,POINT (106.72168183961514 10.76219858440233),4.553887827968892
339,POINT (106.71808583728972 10.734297739355915),7.701487307584376
340,POINT (106.71730843836644 10.73059164976329),8.846684554941003
341,POINT (106.71916287246624 10.728753972589713),7.604600700483966
342,POINT (106.71561382206507 10.718960429757036),2.2052273508674185
343,POINT (106.71832119971482 10.717848704441547),3.0928829429829783
344,POINT (106.72060693166571 10.729961060071632),7.184063183611042
345,POINT (106.71614590631239 10.722787824707547),2.8669859413278105
346,POINT (106.71294054098067 10.718902509174434),1.9381389552515822
347,POINT (106.72079981985411 10.723302723318877),3.340377295678321
348,POINT (106.71970626759199 10.729495256108907),6.475479825865413
349,POINT (106.7261785209613 10.714893770836998),8.235787155224365
350,POINT (106.72457905242898 10.72419643830228),3.862826607247965
351,POINT (106.71397614616541 10.740472940179863),6.111874917319534
352,POINT (106.71424063649832 10.721923546742035),9.206572278264446
353,POINT (106.72145395580985 10.72360741784469),2.9146932318935774
354,POINT (106.71481714528633 10.723862529230441),3.3535918163022727
355,POINT (106.70483317543334 10.729589873331733),2.256380690439647
356,POINT (106.70940339860762 10.724259659961174),9.589022553356514
357,POINT (106.7184101161492 10.723201727969663),3.0396944823473255
358,POINT (106.70248211488128 10.73084897443836),6.363618785395348
359,POINT (106.71189226361088 10.733481755330793),8.434644740007249
360,POINT (106.70894471750525 10.725381825840856),8.094821742228746
361,POINT (106.70616300910382 10.72059477804956),1.5249527916780434
362,POINT (106.71755392028417 10.725097429435927),1.704315881219853
363,POINT (106.71103001650008 10.729938194667776),8.616286864121225
364,POINT (106.71939787327187 10.736734080529585),8.041674891751308
365,POINT (106.68171566509241 10.771865831560257),5.186959883820491
366,POINT (106.69008195109532 10.787611028087783),8.296966144263052
367,POINT (106.69473491265599 10.777846312495848),1.6733498761151395
368,POINT (106.68851001514473 10.779815772606016),7.369317366152956
369,POINT (106.68462142585174 10.773380639418383),9.582904295564456
370,POINT (106.69229942626134 10.781957312146789),7.00724288447047
371,POINT (106.68692139005789 10.777323183704992),3.5657951820789964
372,POINT (106.6890846500796 10.7789576279546),7.304597910971038
373,POINT (106.68670077799887 10.784299045259854),8.982507716484932
374,POINT (106.68630604453503 10.783933603286098),2.2836845039402482
375,POINT (106.68811379932768 10.777656878958672),9.458398862242595
376,POINT (106.68534363616808 10.777322162722161),6.217378333896004
377,POINT (106.6885313619391 10.781422045606318),3.3991004062146057
378,POINT (106.68683248866006 10.779316864549198),2.1420665103759533
379,POINT (106.68601281780752 10.779752587756157),9.229411426363335
380,POINT (106.68827571714125 10.767341586285928),2.3514749540382507
381,POINT (106.6877137491021 10.785902735403479),8.430889134937972
382,POINT (106.6920015178669 10.785644261137532),8.86579592218033
383,POINT (106.68417088908905 10.77812325204886),5.510296416307428
384,POINT (106.68456988906058 10.786664773717801),7.603736038131977
385,POINT (106.68570799148449 10.782200383858042),7.548158199179234
386,POINT (106.68739537162651 10.785377999537216),7.928172196132537
387,POINT (106.68122499458173 10.785547977867843),4.800837426026591
388,POINT (106.68321219536107 10.786787682295321),8.174388039051165
389,POINT (106.6892537705904 10.78016356520787),4.026165625751863
390,POINT (106.68044971900467 10.776970116443955),4.610997319467755
391,POINT (106.68233664088359 10.784635901214601),5.009783905533424
392,POINT (106.68622204508476 10.781146113223775),4.74145746765825
393,POINT (106.68417085667782 10.780748993495305),2.1151443572169475
394,POINT (106.67756008452614 10.772923106528497),4.551853575878601
395,POINT (106.67988566867221 10.780273578415592),6.001003551524979
396,POINT (106.6879139387151 10.780577382260349),4.254213715201432
397,POINT (106.68974088552962 10.781372478218998),1.665303472259605
398,POINT (106.68417795474973 10.775969722226186),8.763900196869365
399,POINT (106.68357022068568 10.781089140740765),4.206456780839185
400,POINT (106.67917482408346 10.783747609591451),6.364080274657848
401,POINT (106.69134705844532 10.783665559906037),4.80801077982103
402,POINT (106.72055170931124 10.73678437401886),6.168866431521264
403,POINT (106.72803680017654 10.735547428339213),2.480668528210182
404,POINT (106.71441040839909 10.725252352260503),8.64936261758157
405,POINT (106.73274235950898 10.732492876099101),3.4713077130693892
406,POINT (106.72551458258266 10.72836221713889),3.098991301839918
407,POINT (106.72861406884448 10.727302154683677),5.753756192182831
408,POINT (106.7274115542869 10.731288538365956),2.320460396439272
409,POINT (106.7295230133259 10.728900547781423),8.25601382612848
410,POINT (106.73309648702137 10.72383422339299),1.0110339734180869
411,POINT (106.72153572771764 10.725241782706215),9.01374238409686
412,POINT (106.7241999959532 10.733576433953644),5.142143454989348
413,POINT (106.72993293021854 10.72981478028603),7.93661447508141
414,POINT (106.7363020092693 10.727424929993045),1.7786703422616363
415,POINT (106.72747761929723 10.722514971794423),9.679897184294294
416,POINT (106.73643146985385 10.731383905617598),7.738975119417815
417,POINT (106.7239373553417 10.738695329415059),6.177724019837265
418,POINT (106.7272984980257 10.73429219629716),9.474381419765693
419,POINT (106.73031421884322 10.732274706495996),3.140135591269189
420,POINT (106.72418622762505 10.729344781796588),1.6167586835077197
421,POINT (106.72337510540336 10.73748249368224),2.095875188132006
422,POINT (106.73625418570354 10.725651001411642),4.921066383233301
423,POINT (106.73155765579065 10.732080081817854),8.264024715805832
424,POINT (106.63546034291839 10.750093121160667),2.306361823063698
425,POINT (106.64407942904593 10.758764755345943),6.078692289593688
426,POINT (106.6335189737278 10.758914572079217),5.29477208242835
427,POINT (106.63298441968446 10.754974151844431),5.773050446186888
428,POINT (106.63016941008742 10.751529660696063),4.630734226046737
429,POINT (106.63516752675109 10.757885765044783),8.28387362364509
430,POINT (106.62851972044426 10.757483096726208),8.943303254835785
431,POINT (106.63382146715853 10.752223158337618),7.546614525225369
432,POINT (106.63709233343181 10.756782475667215),2.0780665319382257
433,POINT (106.63173413912857 10.75224556145537),7.899479450816998
434,POINT (106.63226031112609 10.742899541349457),6.998918090230396
435,POINT (106.63814953989494 10.758213720187772),3.21170346381113
436,POINT (106.63571038243337 10.750945452131537),4.1751207004776765
437,POINT (106.63808631076968 10.759234436856747),6.031750658055748
438,POINT (106.63266972789363 10.7546200725542),4.587465321523947
439,POINT (106.62777136584444 10.753550420257755),9.825340770227841
440,POINT (106.63437860683808 10.753440230284415),1.9771440245132843
441,POINT (106.62525176082748 10.75700628385031),4.500475868319285
442,POINT (106.63799534230641 10.756497648364768),1.4594846164114756
443,POINT (106.63318053330924 10.752512752961447),7.119984875793462
444,POINT (106.63527340879384 10.75317315233336),6.770776006253582
445,POINT (106.70175844818982 10.731455622279235),4.782957662909022
446,POINT (106.7008245943134 10.732189283683562),1.274257742754005
447,POINT (106.69216385272142 10.738979216858283),7.82530373905774
448,POINT (106.70365789698364 10.738601569004699),7.179710012507333
449,POINT (106.69504928067467 10.742551474210325),3.3071259096218872
450,POINT (106.7077758635874 10.738119360468373),7.498771780113346
451,POINT (106.70836553237963 10.736226142013434),1.1402037563064762
452,POINT (106.70206925801706 10.743308467688417),6.647284381639255
453,POINT (106.7088340103157 10.753334977219879),9.95746402511778
454,POINT (106.7099031232254 10.740681435310417),6.324314277412594
455,POINT (106.70864834643805 10.74446586340345),7.044807425220845
456,POINT (106.70603904485404 10.74022566173913),2.0508975046704823
457,POINT (106.7019942566908 10.742045999307493),1.2901987938528237
458,POINT (106.6921979803991 10.732023610025362),4.327398877264974
459,POINT (106.71135388231536 10.737779667231717),7.44631600385507
460,POINT (106.6963976979674 10.743947182866705),4.835635150193553
461,POINT (106.69541080792912 10.737203072216877),2.3299602118470086
